68.03248655944367, 3534.452850400566
81.64508287973321, 4814.936107130521
95.17908951813374, 6166.02380862592
108.68046856632087, 5776.431927055719
122.05630369010264, 5552.686447058756
135.94658520458617, 5166.2316025446435
149.54622656666027, 4418.692385928277
163.14808964900953, 4418.692385928277
176.51755543073176, 3938.3663322205284
190.19255148885634, 3534.452850400566
204.0792238294393, 3316.825244154561
217.17181492574434, 2890.9978863944107
231.1043540500679, 2639.448596915412
244.9133639857136, 2537.2116622987287
258.473800305289, 2689.7907501137406
271.6566005953574, 2951.202407870148
285.5117561619858, 3480.236646260878
298.8322176671456, 4006.5951607640272
311.7622698319749, 4539.767567564661
325.82742128224845, 5321.9145173906445
339.6236986076315, 5722.12072281412
367.7023487643585, 5826.252948450323
380.2760973506497, 5686.429782707026
393.4999234483724, 5331.499224746196
422.62662416112806, 5011.8225194658535
433.10365587320194, 4736.194734235641
461.8444257082481, 4814.936107130521
476.48235301304976, 5356.722469976601
503.39228803117345, 6438.767812698152
530.2810129436693, 7762.5067860899435
557.1570044592331, 8477.115978122218
572.0586298289545, 9016.665521007279
353.1768854250098, 5826.434165477088
407.1100201862641, 5195.649077299146
449.86506116762905, 4633.154441938001
489.53117864772224, 5826.434165477088
516.5753626934588, 7052.469753339543
545.1136045696271, 8216.596177069923
584.1343331889993, 10332.799670278995
597.7523661255775, 14025.534838438341
611.6363635563064, 22016.24150082367
612.1829688296926, 49432.79291560231
625.2026904358286, 43359.86952039131
625.9299998276888, 39064.20362268071
638.0935496888944, 70306.48335373355
639.4174880601029, 32536.351025998687
651.457232699433, 23501.128548697518
665.1007932039436, 17977.232154760528
679.030092716169, 14232.31802700285
694.2678449740181, 12297.544401501975
705.3318508592181, 10991.664835363265
719.4229127965385, 10334.167991261233
731.6352504217735, 9686.929854084356
750.0608341319085, 9232.088718133979
768.950449796304, 8920.33707126601
788.3157836474272, 8813.729527302774
808.1688162251252, 8768.431494544453
828.5218297884988, 8753.383944743664
849.3874159144292, 8753.383944743664
870.7784832874738, 8874.491130609695
892.7082656859411, 8966.41985370218
915.1903301690882, 9106.101518658143
938.2385854705033, 9359.819009799083
961.8672906028754, 9703.582220793762
986.0910636794556, 9905.657610385966
1010.9248909576895, 9991.09270006879




